defaulted;term;property_type;annual_income;number_of_children;number_of_family_members;own_car;own_realty;gender;years_employed;age;currently_employed;family_status;credit_amount
yes;10;apartment;68000.0;1;1;False;True;female;30;61;True;divorced;309000.0
no;5;house;99200.0;1;2;True;True;female;30;70;False;widowed;128000.0
no;14;house;61400.0;1;1;True;True;female;25;49;True;widowed;382000.0
no;10;apartment;111800.0;0;1;False;True;male;30;70;False;married;364932.0
no;10;apartment;90900.0;0;1;False;False;male;30;62;True;divorced;271000.0
no;23;house;68500.0;1;1;True;False;male;25;45;True;married;621426.0
no;15;house;63900.0;1;2;True;False;male;30;57;False;divorced;311000.0
no;12;apartment;86800.0;1;1;True;True;male;28;52;True;married;338613.0
no;8;apartment;90500.0;3;4;True;True;male;30;56;True;married;158000.0
no;20;apartment;91200.0;2;1;True;True;female;27;47;True;divorced;750138.0
yes;28;apartment;89400.0;3;4;False;False;female;29;46;True;married;689000.0
no;20;house;65200.0;2;2;False;True;female;22;45;True;married;571000.0
no;13;house;96300.0;2;2;False;True;female;30;79;False;married;358000.0
no;13;apartment;61800.0;1;1;True;False;male;30;59;True;single;208000.0
yes;16;house;78200.0;2;3;True;False;female;30;57;True;widowed;331452.0
no;17;house;89000.0;1;1;True;True;female;28;48;True;divorced;518000.0
no;12;apartment;65000.0;1;1;True;True;male;27;51;True;divorced;329000.0
no;18;apartment;94100.0;3;3;True;False;male;28;52;True;married;698430.0
no;24;apartment;112000.0;2;3;True;True;male;20;44;True;single;697000.0
no;13;house;154000.0;0;1;True;True;female;30;47;True;single;715000.0
no;21;apartment;74600.0;1;2;True;True;female;30;51;True;divorced;322000.0
no;16;apartment;67800.0;1;1;False;False;male;30;63;True;single;391251.0
no;14;house;92000.0;2;2;False;True;male;30;75;False;married;385206.0
no;12;house;60100.0;1;1;True;True;male;23;46;True;married;300000.0
no;15;house;138200.0;0;1;True;False;female;30;66;False;single;793000.0
no;14;house;62100.0;1;1;True;False;male;30;68;False;widowed;321000.0
no;10;apartment;118500.0;2;2;True;True;male;25;49;True;widowed;434000.0
no;24;apartment;98400.0;3;3;True;True;male;17;42;True;married;1098000.0
no;20;house;88800.0;2;2;True;False;female;16;41;True;married;676000.0
no;15;house;64400.0;2;3;False;True;male;30;72;False;single;211000.0
no;13;apartment;97800.0;2;3;False;True;female;30;53;True;single;419000.0
no;6;house;100500.0;3;4;True;False;male;30;66;True;married;207000.0
yes;15;house;65300.0;2;3;False;True;female;30;51;False;widowed;271653.0
no;8;house;116500.0;3;4;False;True;male;30;58;True;married;371000.0
no;31;house;138900.0;3;3;True;True;male;16;41;True;married;1067000.0
no;20;house;75800.0;1;1;False;False;male;18;43;True;single;641000.0
no;18;house;102500.0;1;2;True;True;male;22;43;True;single;416000.0
no;14;apartment;90700.0;2;2;False;False;male;30;74;False;widowed;561000.0
no;9;apartment;74700.0;1;1;True;True;male;30;66;True;single;331000.0
no;27;apartment;74900.0;2;2;False;False;male;23;45;True;single;732000.0
yes;11;apartment;120500.0;0;1;False;False;male;30;66;False;widowed;356000.0
yes;16;house;105400.0;0;1;False;False;female;30;56;True;married;572000.0
no;21;house;85900.0;1;2;True;True;male;29;50;True;married;588000.0
no;11;house;60300.0;2;3;True;False;female;26;48;True;married;170283.0
no;22;apartment;102300.0;3;4;True;True;male;18;43;True;single;610000.0
no;10;house;62200.0;2;2;False;True;male;30;56;True;single;173000.0
no;10;apartment;72700.0;1;1;False;False;male;30;61;True;married;169000.0
no;16;house;77400.0;1;2;True;False;male;28;53;True;widowed;361000.0
no;27;apartment;63400.0;1;1;True;False;male;25;48;True;married;787000.0
no;5;apartment;96900.0;0;1;True;True;female;30;55;True;married;88000.0
yes;5;house;75700.0;2;1;False;True;female;30;62;False;single;178000.0
no;15;apartment;71400.0;1;1;False;True;male;30;67;True;single;373000.0
no;14;house;106200.0;0;1;True;True;male;30;53;True;widowed;293000.0
no;23;apartment;87900.0;2;2;False;False;male;19;42;True;married;612000.0
no;10;apartment;108800.0;0;1;True;False;male;30;69;False;divorced;292000.0
no;10;house;104900.0;1;1;True;True;male;30;62;False;single;468000.0
no;16;house;71100.0;1;1;False;True;male;27;47;True;divorced;311000.0
no;16;house;94500.0;2;2;False;True;male;30;50;True;widowed;623000.0
no;6;house;60200.0;3;3;True;False;male;30;65;False;single;145000.0
no;14;apartment;66600.0;2;1;False;False;male;30;73;False;married;334000.0
no;13;house;134500.0;2;3;False;False;male;26;48;True;single;657000.0
no;16;apartment;90300.0;1;1;True;False;male;30;57;True;married;667000.0
no;11;house;118900.0;0;1;True;True;male;30;65;True;divorced;321000.0
no;11;house;117600.0;2;2;False;False;male;30;72;False;single;376000.0
no;27;house;65200.0;2;2;True;False;male;23;46;True;single;446000.0
no;10;house;170100.0;2;3;True;True;male;30;53;True;single;558000.0
yes;12;apartment;62400.0;2;2;True;True;male;30;52;True;widowed;397000.0
no;9;apartment;83100.0;3;3;True;False;male;30;74;False;divorced;312000.0
no;24;apartment;65900.0;2;3;True;True;male;19;43;False;married;323000.0
no;11;house;81200.0;1;1;True;True;female;30;62;True;single;378000.0
no;9;house;94800.0;1;2;False;True;male;27;48;True;divorced;200000.0
no;15;house;72300.0;1;1;False;True;female;24;49;True;married;418000.0
no;8;apartment;107100.0;0;1;True;True;male;30;64;True;married;276000.0
no;23;apartment;89200.0;0;1;True;True;male;22;44;True;single;527000.0
no;15;house;150100.0;0;1;True;True;female;29;53;True;single;444000.0
no;14;house;81200.0;0;1;True;False;female;24;48;True;divorced;180420.0
no;9;apartment;91100.0;1;1;True;False;female;30;64;True;married;213000.0
no;5;house;71800.0;1;2;False;True;female;30;55;True;divorced;114576.0
no;15;house;121900.0;0;1;False;True;male;26;48;True;single;541000.0
no;16;house;87800.0;2;2;False;True;male;24;47;True;divorced;636000.0
no;15;house;65200.0;1;2;True;True;male;24;47;False;married;189000.0
yes;12;house;61000.0;1;1;False;False;female;30;58;True;single;260493.0
no;12;apartment;81600.0;2;3;True;True;male;29;53;True;widowed;295000.0
no;10;house;101500.0;1;1;False;False;male;30;79;False;married;359000.0
no;14;house;90000.0;1;1;False;True;male;30;64;True;widowed;564000.0
no;30;house;103200.0;2;2;False;False;male;22;44;True;married;836000.0
no;10;house;102900.0;1;2;True;False;male;30;56;True;widowed;356000.0
no;9;apartment;104200.0;1;2;False;True;female;30;79;False;single;340000.0
no;11;house;87600.0;0;1;True;True;male;28;51;True;divorced;189000.0
no;10;apartment;101800.0;1;2;True;False;female;30;57;True;divorced;296019.0
no;13;house;65400.0;2;3;False;True;male;24;48;True;divorced;179000.0
no;7;house;89700.0;2;2;True;True;female;30;66;True;married;185000.0
no;16;apartment;112100.0;2;1;False;True;female;27;53;True;married;626000.0
yes;12;apartment;71100.0;0;1;True;False;female;30;51;True;divorced;160000.0
no;20;house;70700.0;2;1;True;True;male;24;47;True;married;501000.0
no;22;house;127200.0;1;2;True;True;male;25;45;True;widowed;686000.0
no;10;house;80200.0;2;1;True;False;male;27;55;True;single;328000.0
no;15;apartment;71600.0;1;1;True;True;female;30;52;True;widowed;458000.0
no;8;apartment;71700.0;2;2;False;True;female;27;48;True;single;236000.0
no;14;house;84700.0;1;2;True;False;male;24;50;True;single;405480.0
yes;13;apartment;63500.0;2;1;True;False;female;30;74;False;divorced;423708.0
no;12;apartment;66600.0;1;2;True;False;female;30;57;True;married;278000.0
no;10;house;92000.0;0;1;False;False;male;29;53;True;divorced;308202.0
no;15;house;102100.0;1;2;True;True;male;26;49;True;married;390000.0
no;11;apartment;89700.0;3;4;True;True;male;30;54;True;married;286000.0
no;12;apartment;94100.0;1;1;True;True;female;30;69;False;divorced;424000.0
no;20;apartment;117000.0;0;1;False;True;male;22;45;True;married;630540.0
yes;8;apartment;67900.0;1;1;False;False;male;30;53;True;widowed;299088.0
yes;10;house;61800.0;1;2;True;False;female;30;63;True;married;175000.0
no;7;house;70000.0;3;2;True;True;female;30;73;False;divorced;171000.0
no;18;apartment;88400.0;1;1;False;False;female;30;53;True;single;669042.0
no;10;apartment;80300.0;0;1;False;True;female;30;53;True;married;221000.0
no;15;house;100700.0;2;3;False;False;male;27;50;True;single;360000.0
no;19;house;78700.0;1;1;True;False;female;30;54;True;single;488000.0
yes;9;apartment;85700.0;1;2;False;True;male;30;61;True;divorced;223000.0
no;11;apartment;80900.0;2;2;True;True;female;30;73;False;divorced;393000.0
no;21;apartment;69000.0;2;2;False;True;male;20;43;True;married;608000.0
no;12;apartment;129100.0;1;2;False;True;male;30;64;True;single;559000.0
no;8;house;61600.0;0;1;True;True;female;30;58;True;single;69000.0
no;24;house;80600.0;1;1;True;True;male;23;45;True;single;623000.0
no;15;apartment;64500.0;1;2;False;True;female;30;76;False;married;284000.0
no;5;apartment;79300.0;2;2;False;False;male;30;54;True;single;166000.0
no;12;apartment;69900.0;2;1;True;True;male;28;54;True;single;351000.0
no;15;house;71100.0;2;2;True;False;male;30;66;True;married;448000.0
no;21;apartment;88300.0;1;1;True;False;male;21;43;True;married;699000.0
no;8;apartment;81400.0;2;3;True;True;male;30;58;True;single;216000.0
no;25;house;65800.0;2;1;True;False;male;16;41;True;single;453000.0
no;5;house;80300.0;1;2;False;False;male;30;54;True;divorced;88000.0
no;20;house;71400.0;2;2;True;False;female;26;46;True;single;372000.0
no;5;apartment;106400.0;1;1;True;True;female;30;77;False;single;171000.0
no;16;house;63100.0;3;3;True;False;female;30;54;True;single;324000.0
yes;23;house;73200.0;2;2;False;False;female;28;46;True;divorced;847000.0
no;12;house;80300.0;2;1;True;True;male;30;65;True;married;252000.0
no;18;house;95600.0;2;3;True;True;male;30;55;True;single;597060.0
no;16;apartment;69800.0;2;2;True;True;male;26;49;True;divorced;483000.0
no;17;apartment;101300.0;1;2;True;True;female;30;57;True;married;413000.0
no;12;apartment;110300.0;3;2;True;False;male;27;52;True;single;347000.0
no;11;apartment;100300.0;0;1;False;True;male;30;64;True;single;267654.0
yes;25;apartment;75700.0;3;4;False;True;female;20;43;True;divorced;666000.0
no;18;house;104800.0;3;3;True;True;female;27;49;True;single;583000.0
no;6;apartment;64300.0;1;1;True;False;male;30;57;True;married;163000.0
no;19;house;124500.0;1;2;True;True;female;26;47;True;single;782000.0
no;17;house;72000.0;2;3;True;False;female;22;47;True;single;266000.0
yes;19;house;64800.0;2;3;False;False;female;25;49;True;divorced;326000.0
no;18;apartment;62900.0;2;2;True;False;male;27;49;True;single;389000.0
no;14;house;118600.0;0;1;True;True;male;20;46;True;single;524000.0
no;15;apartment;61500.0;1;1;True;False;female;27;55;True;married;457000.0
yes;11;house;91800.0;3;3;False;False;female;30;61;True;married;313224.0
no;24;apartment;101200.0;0;1;False;True;male;23;44;True;divorced;711000.0
no;10;house;83200.0;2;3;True;True;male;29;53;True;divorced;202740.0
no;15;house;89000.0;0;1;True;False;male;27;48;True;married;351726.0
no;11;house;75600.0;2;2;True;False;male;23;48;True;married;316000.0
yes;11;house;64600.0;3;2;True;True;male;30;58;True;single;311000.0
no;13;apartment;68400.0;1;2;False;True;male;30;77;False;married;302000.0
no;23;apartment;63900.0;1;1;False;False;female;23;49;True;married;339000.0
no;23;apartment;89600.0;2;2;True;True;male;21;42;True;married;721000.0
no;26;house;101100.0;2;2;True;True;male;28;52;True;single;857000.0
no;13;house;74800.0;2;1;False;True;male;30;71;False;married;267654.0
no;11;house;86800.0;1;1;True;True;female;30;75;False;married;318000.0
no;5;apartment;72500.0;1;1;True;True;female;30;55;True;married;148000.0
no;21;house;83600.0;2;2;False;True;male;20;43;True;married;483000.0
no;17;apartment;67000.0;2;2;True;False;female;24;46;True;married;452000.0
no;12;house;113100.0;2;2;False;True;female;30;66;True;widowed;452000.0
no;13;apartment;84800.0;2;2;True;False;female;30;71;False;married;287000.0
no;5;house;81900.0;2;3;False;True;male;30;71;False;single;99324.0
yes;14;house;65000.0;3;3;False;True;female;30;77;False;married;433000.0
no;10;house;92200.0;2;3;False;True;male;25;49;True;married;319000.0
no;20;apartment;68600.0;3;3;True;True;female;24;49;True;divorced;607000.0
no;10;house;73700.0;0;1;False;True;female;30;52;False;single;153000.0
no;13;apartment;74100.0;2;2;False;False;male;28;52;True;divorced;264000.0
yes;15;house;63300.0;0;1;False;False;female;25;45;True;divorced;163000.0
no;9;house;110600.0;1;2;False;True;male;30;79;False;single;287000.0
yes;13;apartment;78500.0;1;1;False;False;female;29;53;True;divorced;430000.0
no;25;apartment;89600.0;0;1;True;True;female;21;43;True;married;579000.0
no;17;apartment;62100.0;2;2;True;True;female;30;53;True;married;513000.0
no;26;house;94000.0;0;1;False;True;female;20;42;True;single;629517.0
no;5;apartment;91800.0;2;2;False;True;female;30;67;True;married;190557.0
yes;8;apartment;92600.0;4;5;False;True;female;30;61;True;divorced;304000.0
no;11;house;77200.0;0;1;False;False;male;30;69;False;married;239000.0
no;18;apartment;123700.0;0;1;False;False;male;30;75;False;married;447000.0
no;7;house;105100.0;2;2;True;True;male;30;63;True;single;314247.0
no;14;house;127100.0;1;2;True;True;male;25;50;True;single;509000.0
no;12;apartment;89300.0;1;2;True;False;male;30;66;True;single;330429.0
no;23;apartment;73100.0;1;2;True;True;male;27;46;True;divorced;399435.0
no;26;house;60200.0;2;1;True;True;female;21;43;True;divorced;454119.0
no;6;apartment;123200.0;0;1;False;True;male;30;63;True;married;242000.0
no;21;house;69700.0;1;1;True;False;male;29;53;True;single;605151.0
no;19;apartment;75500.0;1;1;True;True;female;21;45;True;widowed;515000.0
no;15;apartment;79100.0;1;1;True;False;male;30;67;True;single;397389.0
no;15;apartment;76800.0;2;2;True;True;male;30;69;False;widowed;328000.0
no;12;house;78400.0;2;3;True;True;male;30;62;False;divorced;255000.0
no;10;apartment;75900.0;2;1;False;False;male;29;50;True;widowed;336000.0
no;16;apartment;114600.0;0;1;True;True;female;16;42;True;married;354000.0
no;17;house;89600.0;2;2;True;True;female;24;46;True;divorced;650814.0
no;5;house;74700.0;0;1;True;True;male;30;70;False;divorced;57000.0
no;7;house;65700.0;0;1;True;True;female;30;57;True;widowed;77000.0
no;22;house;117100.0;1;2;False;True;male;22;43;True;divorced;672000.0
no;12;house;81300.0;0;1;True;False;male;27;49;True;married;273000.0
no;10;apartment;86100.0;2;2;True;True;male;30;58;True;single;369000.0
no;19;house;166100.0;2;2;False;True;male;25;46;True;married;1107000.0
no;6;apartment;82200.0;2;2;True;False;male;30;55;True;widowed;123690.0
no;6;house;92700.0;2;2;True;False;male;30;56;True;married;128000.0
no;18;house;131200.0;0;1;True;False;male;30;54;True;widowed;672000.0
no;21;house;71400.0;2;3;True;False;male;24;47;True;divorced;484000.0
no;15;apartment;78800.0;2;3;False;False;male;22;47;True;married;331000.0
no;16;apartment;115700.0;3;4;True;True;male;26;53;True;married;601000.0
no;25;apartment;65000.0;0;1;True;True;male;21;46;True;married;354000.0
no;20;apartment;75700.0;2;1;True;True;male;25;46;True;divorced;396366.0
no;14;house;60900.0;2;2;True;True;male;30;71;False;widowed;319000.0
no;23;house;95400.0;2;3;False;True;female;20;44;True;single;623000.0
no;5;apartment;91000.0;2;1;True;True;female;30;59;True;widowed;156000.0
no;18;apartment;88500.0;2;3;True;True;male;20;42;True;widowed;575000.0
yes;21;apartment;74800.0;1;1;False;False;female;25;43;True;single;731000.0
no;14;house;93300.0;2;3;False;True;male;26;48;True;married;507873.0
no;17;house;84400.0;1;2;False;False;female;15;41;True;single;446028.0
no;14;house;69200.0;1;1;True;False;male;30;58;True;married;356000.0
no;19;apartment;73200.0;1;2;False;False;female;28;49;True;widowed;460000.0
no;11;apartment;103800.0;2;3;True;False;male;30;61;True;single;262000.0
no;8;house;119500.0;0;1;True;False;male;30;76;False;divorced;337000.0
yes;27;house;116600.0;0;1;False;False;female;23;47;True;married;1028000.0
no;11;house;121600.0;0;1;False;True;female;30;61;True;divorced;384000.0
no;13;apartment;122500.0;2;3;True;True;male;30;53;True;single;607197.0
no;13;apartment;79600.0;2;3;True;True;female;30;72;False;married;285000.0
no;15;apartment;81500.0;2;3;True;True;female;29;53;True;single;394320.0
no;24;house;85900.0;3;4;True;True;male;23;43;True;single;557000.0
no;17;apartment;63300.0;3;2;False;False;male;19;43;True;divorced;275000.0
no;13;house;82200.0;1;1;True;False;male;30;76;False;divorced;258000.0
no;16;apartment;121900.0;0;1;False;False;male;20;43;True;married;692000.0
no;6;house;108000.0;2;3;True;True;male;30;56;True;single;189000.0
no;19;apartment;77200.0;1;2;True;False;male;17;43;True;divorced;454119.0
no;13;house;63400.0;2;1;False;True;male;30;61;True;married;219000.0
no;21;house;88900.0;1;2;False;True;male;22;42;True;married;663000.0
no;28;house;99800.0;1;2;False;False;male;19;43;True;married;1085000.0
no;10;apartment;60400.0;1;2;True;True;female;26;51;True;married;145000.0
no;25;apartment;132900.0;1;2;True;False;male;17;43;True;married;748000.0
no;11;house;95300.0;1;1;False;False;female;30;66;True;married;339000.0
no;11;apartment;74200.0;1;1;True;False;male;30;79;False;single;340000.0
no;12;house;78400.0;3;2;True;True;male;21;49;True;divorced;344000.0
no;20;apartment;98400.0;2;3;True;False;male;30;52;True;single;446000.0
yes;10;house;78700.0;2;3;False;True;female;28;51;True;single;279000.0
no;21;apartment;77300.0;3;3;False;True;female;28;51;True;widowed;509000.0
no;19;apartment;69400.0;3;3;True;False;male;14;41;True;divorced;439000.0
no;19;apartment;92700.0;2;1;True;True;male;23;45;True;married;704000.0
no;10;house;105000.0;2;3;True;True;male;26;51;True;widowed;398000.0
no;6;house;91900.0;1;2;True;True;female;30;78;False;married;180420.0
no;12;apartment;95800.0;3;3;False;True;male;30;60;False;married;275000.0
no;15;apartment;63700.0;3;4;True;False;female;30;51;False;single;238266.0
no;20;house;70700.0;0;1;False;True;male;20;44;True;divorced;332475.0
yes;9;apartment;99600.0;4;4;False;False;male;30;56;True;divorced;247380.0
no;21;apartment;72700.0;1;1;True;True;male;24;47;True;single;418000.0
no;5;apartment;97700.0;2;3;False;True;male;30;60;True;divorced;96000.0
no;6;house;85400.0;2;1;False;True;male;30;64;True;divorced;205809.0
no;10;apartment;82900.0;0;1;False;True;female;30;63;True;single;188000.0
no;16;house;79800.0;2;2;False;False;male;29;51;True;divorced;492000.0
no;24;house;99900.0;2;2;True;False;female;18;43;True;single;630000.0
no;23;house;73600.0;1;2;False;True;male;21;41;True;single;406000.0
no;19;house;84800.0;1;2;True;True;male;18;46;True;single;511000.0
no;12;apartment;70200.0;2;2;True;True;male;30;54;True;single;304110.0
no;13;house;116300.0;1;1;False;False;male;30;56;True;married;569718.0
no;20;house;77600.0;2;3;True;False;male;23;45;True;single;366978.0
no;9;house;82100.0;1;1;False;True;male;30;64;True;single;272000.0
no;11;house;115300.0;3;4;True;True;male;21;46;True;widowed;528000.0
no;13;house;109400.0;1;1;True;True;male;21;44;True;married;606174.0
no;14;house;71900.0;2;3;True;False;male;30;73;False;divorced;316000.0
no;10;apartment;72300.0;1;2;True;True;male;30;62;True;divorced;155000.0
no;21;apartment;88100.0;2;2;True;False;male;26;47;True;divorced;596000.0
no;13;house;88000.0;2;1;False;True;male;27;52;True;divorced;323000.0
no;21;apartment;61700.0;3;3;True;False;male;28;50;True;widowed;366000.0
no;10;house;69700.0;1;1;True;True;female;29;51;True;divorced;187000.0
no;10;house;68900.0;3;3;True;False;male;30;66;True;divorced;213000.0
no;14;apartment;75200.0;1;2;True;False;male;30;53;True;divorced;250000.0
no;18;house;149800.0;1;2;True;True;male;30;52;True;divorced;905000.0
yes;27;house;70300.0;4;3;True;False;female;20;41;True;divorced;561000.0
no;21;house;69400.0;3;2;False;True;male;18;42;True;divorced;460000.0
yes;11;house;103700.0;0;1;False;False;male;30;55;True;married;448000.0
no;13;apartment;80100.0;3;3;True;False;male;28;52;True;married;394320.0
no;7;house;82500.0;1;1;False;True;male;30;60;True;married;212000.0
yes;5;house;69600.0;3;2;True;True;female;30;66;True;married;135000.0
no;16;apartment;108600.0;1;2;True;True;male;27;49;True;divorced;492000.0
no;7;house;65000.0;1;1;False;True;male;30;55;True;divorced;195000.0
no;12;apartment;67400.0;3;3;True;True;male;30;72;False;single;335000.0
no;20;house;61800.0;0;1;True;False;male;30;62;True;married;217000.0
no;24;apartment;114100.0;3;2;False;False;male;20;42;True;divorced;688000.0
no;11;apartment;105900.0;2;1;False;True;female;27;51;True;divorced;497000.0
no;14;house;96500.0;3;3;False;False;male;30;53;True;single;560000.0
no;27;house;74600.0;1;1;False;False;male;20;43;True;divorced;860000.0
no;10;house;100800.0;1;1;True;True;male;30;77;False;divorced;271000.0
no;13;apartment;101200.0;2;3;False;False;male;30;57;True;single;274000.0
no;23;house;88200.0;2;2;True;True;male;24;47;True;single;812000.0
no;11;house;86100.0;2;2;False;False;female;30;58;True;married;331000.0
no;17;apartment;95800.0;2;3;False;True;male;17;43;True;married;589000.0
no;16;apartment;77700.0;1;2;True;False;male;30;62;False;single;438000.0
no;14;apartment;61700.0;2;2;False;False;male;29;50;True;married;250000.0
no;14;apartment;88000.0;1;1;True;False;male;30;60;True;widowed;467000.0
no;10;house;109600.0;3;3;True;False;female;30;63;True;divorced;440000.0
no;20;house;72200.0;2;2;True;True;male;24;46;True;married;606174.0
no;19;apartment;72100.0;1;1;False;True;male;21;44;True;married;409572.0
no;10;apartment;97200.0;1;1;True;True;female;23;47;True;married;256494.0
no;23;house;76700.0;1;1;True;True;male;24;47;True;single;590000.0
no;10;apartment;87400.0;2;2;True;False;male;30;58;True;divorced;224000.0
no;14;apartment;88300.0;1;1;True;False;male;23;48;True;divorced;310000.0
no;8;house;69000.0;2;3;True;True;male;30;57;True;single;114576.0
no;17;house;84200.0;1;1;True;False;male;22;46;True;divorced;506000.0
no;22;apartment;71700.0;2;1;True;True;male;17;41;True;single;631000.0
no;15;apartment;72800.0;2;1;True;True;male;27;51;True;single;311178.0
no;13;apartment;115700.0;0;1;True;False;female;30;56;True;single;486000.0
no;10;apartment;88200.0;2;3;False;True;female;30;59;True;divorced;238000.0
yes;11;house;82800.0;2;3;False;False;male;30;59;True;divorced;211000.0
no;21;apartment;63600.0;1;2;False;True;male;17;42;True;married;246000.0
no;15;house;90600.0;0;1;True;True;female;30;50;True;widowed;290000.0
no;12;apartment;73500.0;1;2;True;True;male;30;61;True;married;291927.0
no;8;house;76200.0;2;1;False;True;female;30;60;False;single;287000.0
no;19;house;65500.0;1;2;True;True;male;28;49;True;divorced;412548.0
no;23;house;68600.0;1;1;False;False;male;17;42;True;divorced;652000.0
no;8;house;71500.0;3;3;True;True;female;30;60;True;married;179000.0
no;22;house;90200.0;1;1;True;True;male;17;41;True;married;558558.0
no;30;apartment;168800.0;0;1;True;False;male;20;43;True;married;1851000.0
yes;13;house;72400.0;2;2;True;False;male;30;60;True;divorced;472000.0
no;23;apartment;89100.0;2;3;True;True;female;19;44;True;single;376000.0
no;5;apartment;117200.0;2;2;True;True;female;30;52;True;widowed;144000.0
no;10;apartment;84400.0;2;2;True;True;male;30;57;True;divorced;245000.0
no;14;apartment;73800.0;1;1;False;False;female;24;47;True;married;327453.0
no;24;house;95600.0;1;2;True;True;female;18;42;True;divorced;734000.0
no;24;apartment;144200.0;3;4;True;False;male;18;42;True;divorced;774504.0
no;29;apartment;65900.0;3;2;True;True;male;19;43;True;divorced;733956.0
no;20;apartment;61300.0;1;2;True;False;male;19;43;True;single;313224.0
no;19;house;77700.0;2;3;True;False;male;16;41;True;divorced;434868.0
no;16;apartment;65400.0;2;2;True;False;male;21;46;True;married;303000.0
no;29;apartment;65500.0;1;1;False;False;male;22;43;True;single;487000.0
no;21;apartment;91700.0;1;1;True;True;male;18;41;True;widowed;875000.0
no;14;house;66500.0;2;1;True;False;female;26;48;True;married;321000.0
no;28;house;110300.0;2;3;False;False;female;20;43;True;married;922467.0
no;23;house;86200.0;0;1;False;True;female;20;43;True;married;335000.0
yes;24;house;95200.0;3;3;False;False;male;21;41;True;married;1069500.0
no;8;apartment;123100.0;1;1;False;True;male;30;57;True;divorced;300000.0
no;13;apartment;69100.0;3;4;False;True;male;30;67;False;married;221000.0
no;17;apartment;82000.0;3;3;True;True;male;30;78;False;single;582924.0
no;9;house;84100.0;1;2;False;False;female;30;56;True;married;135000.0
yes;17;house;132800.0;2;3;False;False;male;30;53;True;divorced;904000.0
yes;16;house;75900.0;1;1;True;False;female;24;44;True;single;581000.0
no;5;house;103400.0;2;3;True;True;male;30;52;True;single;148000.0
no;18;house;60900.0;1;1;True;True;male;16;42;True;single;422000.0
no;14;house;86200.0;2;3;True;True;female;26;48;True;married;355000.0
no;9;apartment;129400.0;2;2;True;False;male;30;54;True;married;321000.0
no;13;apartment;67500.0;0;1;False;False;male;30;58;True;single;208785.0
no;11;house;76800.0;2;1;True;False;male;30;60;True;divorced;289000.0
no;21;house;61300.0;1;2;True;True;female;28;50;True;widowed;340000.0
no;19;apartment;110300.0;2;3;False;True;male;20;43;True;widowed;794000.0
no;17;apartment;69700.0;2;2;True;True;male;30;52;True;widowed;373000.0
no;20;house;138500.0;1;2;False;False;male;24;44;True;married;617000.0
no;6;house;78500.0;1;1;True;False;female;30;54;True;single;136896.0
no;14;apartment;87100.0;2;1;False;True;male;30;79;False;single;329000.0
yes;6;apartment;96400.0;2;2;True;False;female;30;57;True;divorced;175000.0
yes;14;house;73800.0;0;1;True;False;female;30;52;False;divorced;249000.0
no;10;house;61000.0;3;4;False;True;female;30;67;True;married;142000.0
no;12;apartment;60800.0;2;1;True;False;male;25;48;True;married;235000.0
no;7;house;74800.0;2;2;False;False;male;30;60;True;widowed;155000.0
yes;10;apartment;93100.0;2;2;False;False;female;28;53;True;divorced;484000.0
no;23;house;90200.0;3;4;True;True;female;18;42;True;single;685224.0
no;30;house;88300.0;2;2;True;True;male;20;43;True;widowed;875000.0
no;11;house;76100.0;2;2;False;True;male;30;60;True;married;332475.0
no;19;apartment;63000.0;2;3;False;True;male;18;41;True;married;265000.0
no;9;house;100900.0;0;1;True;False;male;30;62;True;divorced;205000.0
no;12;house;88700.0;2;2;True;False;female;30;62;True;married;481000.0
no;28;house;107900.0;2;3;True;True;female;23;44;True;divorced;993000.0
no;25;apartment;63800.0;2;3;True;True;male;21;47;True;divorced;499000.0
no;12;house;71300.0;2;2;True;True;male;30;62;False;widowed;396000.0
no;14;apartment;84000.0;2;3;False;True;male;30;55;True;married;305000.0
no;15;house;85700.0;1;1;True;True;male;30;68;False;widowed;484000.0
no;16;apartment;73000.0;1;1;True;False;male;23;47;True;widowed;486000.0
no;21;apartment;63800.0;1;1;True;False;male;28;50;True;divorced;348000.0
no;24;house;63000.0;1;1;True;True;male;17;41;True;widowed;407000.0
no;8;house;87700.0;2;3;False;True;male;30;60;True;married;195000.0
yes;6;house;66600.0;3;4;True;False;female;30;60;True;divorced;75000.0
no;21;house;72300.0;0;1;True;True;male;20;46;True;widowed;328476.0
no;13;house;124400.0;0;1;False;True;male;27;52;True;widowed;364000.0
no;19;apartment;71500.0;0;1;False;True;female;25;50;True;married;261000.0
no;17;apartment;69200.0;1;1;False;True;female;26;46;True;married;409000.0
no;7;apartment;70900.0;2;2;True;True;male;30;73;False;divorced;122667.0
no;18;house;64400.0;2;1;False;True;male;30;54;True;single;537261.0
no;10;apartment;80500.0;0;1;False;False;male;24;49;True;divorced;173352.0
no;10;house;77000.0;2;1;True;True;female;30;54;True;single;263000.0
no;25;house;90600.0;1;2;False;False;male;19;42;True;divorced;553443.0
yes;16;apartment;82500.0;2;3;False;False;female;19;41;True;divorced;337000.0
no;29;house;137700.0;2;3;False;False;female;18;42;True;single;1522000.0
no;22;apartment;83300.0;2;2;True;True;male;24;43;True;divorced;826000.0
no;18;apartment;81000.0;1;1;False;False;male;21;46;True;divorced;578832.0
no;19;house;106600.0;2;3;True;False;male;30;70;False;single;507000.0
